id	text	tag
boarding_pass-3.png	Passenger	O
boarding_pass-3.png	Name	O
boarding_pass-3.png	Date	O
boarding_pass-3.png	Baggage	O
boarding_pass-3.png	Seat	O
boarding_pass-3.png	April	B-DATE
boarding_pass-3.png	20,	I-DATE
boarding_pass-3.png	2022	I-DATE
boarding_pass-3.png	April	B-SDATE
boarding_pass-3.png	20,	I-SDATE
boarding_pass-3.png	2022	I-SDATE
boarding_pass-3.png	Boarding	O
boarding_pass-3.png	Time	O
boarding_pass-3.png	10:00	B-SBOARDINGTIME
boarding_pass-3.png	AM	I-SBOARDINGTIME
boarding_pass-3.png	PST	I-SBOARDINGTIME
boarding_pass-30.png	ETK-11007060E	B-TNUMBER
boarding_pass-30.png	Passenger	O
boarding_pass-30.png	Name	O
boarding_pass-30.png	Flight	O
boarding_pass-30.png	No	O
boarding_pass-30.png	Michael	B-NAME
boarding_pass-30.png	Linda	I-NAME
boarding_pass-30.png	Michael	B-SNAME
boarding_pass-30.png	Linda	I-SNAME
boarding_pass-30.png	To:	O
boarding_pass-30.png	Chicago	B-FARRIVAL
boarding_pass-30.png	April	B-DATE
boarding_pass-30.png	20,	I-DATE
boarding_pass-30.png	2022	I-DATE
boarding_pass-30.png	April	B-SDATE
boarding_pass-30.png	20,	I-SDATE
boarding_pass-30.png	2022	I-SDATE
boarding_pass-30.png	Gl	B-GATE
boarding_pass-30.png	7	O
boarding_pass-30.png	10:00	B-BOARDINGTIME
boarding_pass-30.png	AM	I-BOARDINGTIME
boarding_pass-30.png	PST	I-BOARDINGTIME
boarding_pass-30.png	GI	B-SGATE
boarding_pass-30.png	10:00	B-SBOARDINGTIME
boarding_pass-30.png	AM	I-SBOARDINGTIME
boarding_pass-30.png	PST	I-SBOARDINGTIME
boarding_pass-30.png	9	O
boarding_pass-30.png	>	O
boarding_pass-30.png	©	O
boarding_pass-30.png	Ww	O
boarding_pass-30.png	0)	O
boarding_pass-30.png	oO	O
boarding_pass-30.png	>	O
boarding_pass-30.png	Ww	O
boarding_pass-30.png	>	O
boarding_pass-30.png		O
boarding_pass-4.png	ETK-320A6746F	B-TNUMBER
boarding_pass-4.png	Jo	O
boarding_pass-4.png	GATE	O
boarding_pass-4.png	Boarding	O
boarding_pass-4.png	Time	O
boarding_pass-4.png	|	O
boarding_pass-4.png	GATE	O
boarding_pass-4.png	|	O
boarding_pass-4.png	Boarding	O
boarding_pass-4.png	Time	O
boarding_pass-4.png	Gl	B-GATE
boarding_pass-4.png	10:00	B-BOARDINGTIME
boarding_pass-4.png	AM	I-BOARDINGTIME
boarding_pass-4.png	PST	I-BOARDINGTIME
boarding_pass-4.png	Gl	B-SGATE
boarding_pass-4.png	10:00	B-SBOARDINGTIME
boarding_pass-4.png	AM	I-SBOARDINGTIME
boarding_pass-4.png	PST	I-SBOARDINGTIME
boarding_pass-4.png	9	O
boarding_pass-4.png	>	O
boarding_pass-4.png	wr	O
boarding_pass-4.png	©	O
boarding_pass-4.png	+	O
boarding_pass-4.png	Oo	O
boarding_pass-4.png	Ww	O
boarding_pass-4.png	©	O
boarding_pass-4.png	>	O
boarding_pass-4.png		O
boarding_pass-5.png	ETK-300A6346F	B-TNUMBER
boarding_pass-5.png	Passenger	O
boarding_pass-5.png	Name	O
boarding_pass-5.png	Passenger	O
boarding_pass-5.png	Name	O
boarding_pass-5.png	From:	O
boarding_pass-5.png	San	B-FDEPART
boarding_pass-5.png	Francisco	I-FDEPART
boarding_pass-5.png	Date	O
boarding_pass-5.png	Baggage	O
boarding_pass-5.png	To:	O
boarding_pass-5.png	Chicago	B-FARRIVAL
boarding_pass-5.png	April	B-DATE
boarding_pass-5.png	20,	I-DATE
boarding_pass-5.png	2022	I-DATE
boarding_pass-5.png	97G	B-SEAT
boarding_pass-5.png	April	B-SDATE
boarding_pass-5.png	20,	I-SDATE
boarding_pass-5.png	2022	I-SDATE
boarding_pass-5.png	GATE	O
boarding_pass-5.png	Boarding	O
boarding_pass-5.png	Time	O
boarding_pass-5.png	GATE	O
boarding_pass-5.png	|	O
boarding_pass-5.png	Boarding	O
boarding_pass-5.png	Time	O
boarding_pass-5.png	Gl	B-GATE
boarding_pass-5.png	7	O
boarding_pass-5.png	10:00	B-BOARDINGTIME
boarding_pass-5.png	AM	I-BOARDINGTIME
boarding_pass-5.png	PST	I-BOARDINGTIME
boarding_pass-5.png	Gl	B-SGATE
boarding_pass-5.png	10:00	B-SBOARDINGTIME
boarding_pass-5.png	AM	I-SBOARDINGTIME
boarding_pass-5.png	PST	I-SBOARDINGTIME
boarding_pass-5.png	9	O
boarding_pass-5.png	>	O
boarding_pass-5.png	wr	O
boarding_pass-5.png	©	O
boarding_pass-5.png	+	O
boarding_pass-5.png	Oo	O
boarding_pass-5.png	Ww	O
boarding_pass-5.png	©	O
boarding_pass-5.png	>	O
boarding_pass-5.png		O
boarding_pass-6.png	ETK-300A5666F	B-TNUMBER
boarding_pass-6.png	From:	O
boarding_pass-6.png	San	B-FDEPART
boarding_pass-6.png	Francisco	I-FDEPART
boarding_pass-6.png	Date	O
boarding_pass-6.png	To:	O
boarding_pass-6.png	Chicago	B-FARRIVAL
boarding_pass-6.png	April	B-DATE
boarding_pass-6.png	20,	I-DATE
boarding_pass-6.png	2022	I-DATE
boarding_pass-6.png	86H	B-SEAT
boarding_pass-6.png	April	B-SDATE
boarding_pass-6.png	20,	I-SDATE
boarding_pass-6.png	2022	I-SDATE
boarding_pass-6.png	GATE	O
boarding_pass-6.png	Boarding	O
boarding_pass-6.png	Time	O
boarding_pass-6.png	GATE	O
boarding_pass-6.png	|	O
boarding_pass-6.png	Boarding	O
boarding_pass-6.png	Time	O
boarding_pass-6.png	Gl	B-GATE
boarding_pass-6.png	10:00	B-BOARDINGTIME
boarding_pass-6.png	AM	I-BOARDINGTIME
boarding_pass-6.png	PST	I-BOARDINGTIME
boarding_pass-6.png	10:00	B-SBOARDINGTIME
boarding_pass-6.png	AM	I-SBOARDINGTIME
boarding_pass-6.png	PST	I-SBOARDINGTIME
boarding_pass-6.png	9	O
boarding_pass-6.png	>	O
boarding_pass-6.png	wr	O
boarding_pass-6.png	©	O
boarding_pass-6.png	+	O
boarding_pass-6.png	Oo	O
boarding_pass-6.png	Ww	O
boarding_pass-6.png	©	O
boarding_pass-6.png	>	O
boarding_pass-6.png		O
boarding_pass-7.png	ETK-320A6546F	B-TNUMBER
boarding_pass-7.png	To:	O
boarding_pass-7.png	Chicago	B-FARRIVAL
boarding_pass-7.png	April	B-DATE
boarding_pass-7.png	20,	I-DATE
boarding_pass-7.png	2022	I-DATE
boarding_pass-7.png	GATE	O
boarding_pass-7.png	Boarding	O
boarding_pass-7.png	Time	O
boarding_pass-7.png	|	O
boarding_pass-7.png	|	O
boarding_pass-7.png	|	O
boarding_pass-7.png	|	O
boarding_pass-7.png	|	O
boarding_pass-7.png	|	O
boarding_pass-7.png	|	O
boarding_pass-7.png	|	O
boarding_pass-7.png	GATE	O
boarding_pass-7.png	|	O
boarding_pass-7.png	Boarding	O
boarding_pass-7.png	Time	O
boarding_pass-7.png	Gl	B-GATE
boarding_pass-7.png	10:00	B-BOARDINGTIME
boarding_pass-7.png	AM	I-BOARDINGTIME
boarding_pass-7.png	PST	I-BOARDINGTIME
boarding_pass-7.png	Gl	B-SGATE
boarding_pass-7.png	10:00	B-SBOARDINGTIME
boarding_pass-7.png	AM	I-SBOARDINGTIME
boarding_pass-7.png	PST	I-SBOARDINGTIME
boarding_pass-7.png	9	O
boarding_pass-7.png	>	O
boarding_pass-7.png	wr	O
boarding_pass-7.png	©	O
boarding_pass-7.png	+	O
boarding_pass-7.png	Oo	O
boarding_pass-7.png	Ww	O
boarding_pass-7.png	©	O
boarding_pass-7.png	>	O
boarding_pass-7.png		O
boarding_pass-8.png	ETK-310A6748F	B-TNUMBER
boarding_pass-8.png	Passenger	O
boarding_pass-8.png	Name	O
boarding_pass-8.png	Class	O
boarding_pass-8.png	|	O
boarding_pass-8.png	Passenger	O
boarding_pass-8.png	Name	O
boarding_pass-8.png	O	O
boarding_pass-8.png	To:	O
boarding_pass-8.png	Chicago	B-FARRIVAL
boarding_pass-8.png	April	B-DATE
boarding_pass-8.png	20,	I-DATE
boarding_pass-8.png	2022	I-DATE
boarding_pass-8.png	April	B-SDATE
boarding_pass-8.png	20,	I-SDATE
boarding_pass-8.png	2022	I-SDATE
boarding_pass-8.png	GATE	O
boarding_pass-8.png	Boarding	O
boarding_pass-8.png	Time	O
boarding_pass-8.png	GATE	O
boarding_pass-8.png	|	O
boarding_pass-8.png	Boarding	O
boarding_pass-8.png	Time	O
boarding_pass-8.png	Gl	B-GATE
boarding_pass-8.png	10:00	B-BOARDINGTIME
boarding_pass-8.png	AM	I-BOARDINGTIME
boarding_pass-8.png	PST	I-BOARDINGTIME
boarding_pass-8.png	10:00	B-SBOARDINGTIME
boarding_pass-8.png	AM	I-SBOARDINGTIME
boarding_pass-8.png	PST	I-SBOARDINGTIME
boarding_pass-8.png	9	O
boarding_pass-8.png	>	O
boarding_pass-8.png	wr	O
boarding_pass-8.png	©	O
boarding_pass-8.png	+	O
boarding_pass-8.png	Oo	O
boarding_pass-8.png	Ww	O
boarding_pass-8.png	©	O
boarding_pass-8.png	>	O
boarding_pass-8.png		O
boarding_pass-9.png	9	O
boarding_pass-9.png	>	O
boarding_pass-9.png	wr	O
boarding_pass-9.png	©	O
boarding_pass-9.png	+	O
boarding_pass-9.png	Oo	O
boarding_pass-9.png	Ww	O
boarding_pass-9.png	©	O
boarding_pass-9.png	>	O
boarding_pass-9.png	Passenger	O
boarding_pass-9.png	Name	O
boarding_pass-9.png	Juan	B-NAME
boarding_pass-9.png	Garcia	I-NAME
boarding_pass-9.png	From:	O
boarding_pass-9.png	San	B-FDEPART
boarding_pass-9.png	Francisco	I-FDEPART
boarding_pass-9.png	To:	O
boarding_pass-9.png	Chicago	B-FARRIVAL
boarding_pass-9.png	Boarding	O
boarding_pass-9.png	Time	O
boarding_pass-9.png	10:00	B-BOARDINGTIME
boarding_pass-9.png	AM	I-BOARDINGTIME
boarding_pass-9.png	PST	I-BOARDINGTIME
boarding_pass-9.png		O
boarding_pass-9.png	Class	O
boarding_pass-9.png	|	O
boarding_pass-9.png	Passenger	O
boarding_pass-9.png	Name	O
boarding_pass-9.png	April	B-DATE
boarding_pass-9.png	20,	I-DATE
boarding_pass-9.png	2022	I-DATE
boarding_pass-9.png	90F	B-SEAT
boarding_pass-9.png	April	B-SDATE
boarding_pass-9.png	20,	I-SDATE
boarding_pass-9.png	2022	I-SDATE
boarding_pass-9.png	GATE	O
boarding_pass-9.png	_	O
boarding_pass-9.png	|	O
boarding_pass-9.png	Boarding	O
boarding_pass-9.png	Time	O
boarding_pass-9.png	Gl	B-GATE
boarding_pass-9.png	10:00	B-SBOARDINGTIME
boarding_pass-9.png	AM	I-SBOARDINGTIME
boarding_pass-9.png	PST	I-SBOARDINGTIME
